"","trialNo","target","condition1.x","condition3","mean","sd","N","se","condition1.y","mean_acceptibility","mean_morality","sd_acceptibility","sd_morality","N_acceptibility","N_morality","se_acceptibility","se_morality"
"227",114,"<b>In the elevator,</b><br> <br>you push one of the floor buttons.","ordinary","fast",0.0533333333333333,0.226210457696304,75,0.0261205337288939,"ordinary",1.40740740740741,1.31818181818182,1.04731375282964,0.893700900022652,27,22,0.201555625707396,0.190537672092483
"228",114,"<b>In the elevator,</b><br> <br>you push one of the floor buttons.","ordinary","slow",0.0645161290322581,0.249731038114707,31,0.0448530185260521,"ordinary",1.40740740740741,1.31818181818182,1.04731375282964,0.893700900022652,27,22,0.201555625707396,0.190537672092483
"229",115,"<b>In the elevator,</b><br> <br>you comment on the weather today.","ordinary","fast",0.1625,0.371236387893486,80,0.0415054899525657,"ordinary",1.74074074074074,1.13636363636364,0.984205755246823,0.351250086657104,27,22,0.189410485909911,0.0748867700952649
"230",115,"<b>In the elevator,</b><br> <br>you comment on the weather today.","ordinary","slow",0.032258064516129,0.179605302026775,31,0.032258064516129,"ordinary",1.74074074074074,1.13636363636364,0.984205755246823,0.351250086657104,27,22,0.189410485909911,0.0748867700952649
"231",116,"<b>In the elevator,</b><br> <br>you cross and uncross your arms.","ordinary","fast",0.155844155844156,0.365085969145231,77,0.0416054075011161,"ordinary",1.74074074074074,1.31818181818182,0.984205755246823,0.56790036318955,27,22,0.189410485909911,0.121076764250623
"232",116,"<b>In the elevator,</b><br> <br>you cross and uncross your arms.","ordinary","slow",0.0833333333333333,0.280305955290694,36,0.0467176592151157,"ordinary",1.74074074074074,1.31818181818182,0.984205755246823,0.56790036318955,27,22,0.189410485909911,0.121076764250623
"233",117,"<b>In the elevator,</b><br> <br>you give birth to a baby elephant.","impossible","fast",0.975,0.157109975188711,80,0.0175654292232632,"impossible",4.5,5,1.4142135623731,0,8,2,0.5,0
"234",117,"<b>In the elevator,</b><br> <br>you give birth to a baby elephant.","impossible","slow",1,0,21,0,"impossible",4.5,5,1.4142135623731,0,8,2,0.5,0
"235",118,"<b>In the elevator,</b><br> <br>you run part of a half marathon.","impossible","fast",0.901408450704225,0.300234650016321,71,0.035631297579362,"impossible",4.44444444444444,4.4,1.0137937550497,0.894427190999916,9,5,0.337931251683234,0.4
"236",118,"<b>In the elevator,</b><br> <br>you run part of a half marathon.","impossible","slow",0.973684210526316,0.162221421130763,38,0.0263157894736842,"impossible",4.44444444444444,4.4,1.0137937550497,0.894427190999916,9,5,0.337931251683234,0.4
"237",119,"<b>In the elevator,</b><br> <br>you climb up Mount Everest.","impossible","fast",0.933333333333333,0.251123601166961,75,0.0289972557467227,"impossible",4,3.66666666666667,1.54919333848297,2.3094010767585,6,3,0.632455532033676,1.33333333333333
"238",119,"<b>In the elevator,</b><br> <br>you climb up Mount Everest.","impossible","slow",1,0,13,0,"impossible",4,3.66666666666667,1.54919333848297,2.3094010767585,6,3,0.632455532033676,1.33333333333333
"239",120,"<b>In the elevator,</b><br> <br>you take a picture of the planet Mars.","impossible","fast",0.810810810810811,0.394332301133374,74,0.0458401988871714,"impossible",4,2.5,1.54919333848297,1.73205080756888,6,4,0.632455532033676,0.866025403784439
"240",120,"<b>In the elevator,</b><br> <br>you take a picture of the planet Mars.","impossible","slow",0.928571428571429,0.260661180215007,42,0.0402208933122481,"impossible",4,2.5,1.54919333848297,1.73205080756888,6,4,0.632455532033676,0.866025403784439
"241",121,"<b>In the elevator,</b><br> <br>you hold the hand of a stranger.","abnormal","fast",0.25,0.435744670330595,80,0.0487177351846223,"abnormal",4.57142857142857,3.72727272727273,0.835710894037345,1.03195691040618,28,22,0.157934513826448,0.22001395254672
"242",121,"<b>In the elevator,</b><br> <br>you hold the hand of a stranger.","abnormal","slow",0.239130434782609,0.431265971488884,46,0.0635866984593632,"abnormal",4.57142857142857,3.72727272727273,0.835710894037345,1.03195691040618,28,22,0.157934513826448,0.22001395254672
"243",122,"<b>In the elevator,</b><br> <br>you serenade the other passengers.","abnormal","fast",0.27027027027027,0.447130801165175,74,0.0519778998450837,"abnormal",4.18518518518519,3.04545454545455,0.921413505980268,1.04550159879055,27,22,0.177326111904221,0.222901689813081
"244",122,"<b>In the elevator,</b><br> <br>you serenade the other passengers.","abnormal","slow",0.210526315789474,0.413154950112274,38,0.0670225831544225,"abnormal",4.18518518518519,3.04545454545455,0.921413505980268,1.04550159879055,27,22,0.177326111904221,0.222901689813081
"245",123,"<b>In the elevator,</b><br> <br>you press all of the floor buttons.","abnormal","fast",0.121621621621622,0.329079359321701,74,0.0382546984804765,"abnormal",4.57142857142857,4.09090909090909,0.87891226666077,1.30599682450904,28,22,0.166098805844892,0.278439458543481
"246",123,"<b>In the elevator,</b><br> <br>you press all of the floor buttons.","abnormal","slow",0.166666666666667,0.377964473009227,36,0.0629940788348712,"abnormal",4.57142857142857,4.09090909090909,0.87891226666077,1.30599682450904,28,22,0.166098805844892,0.278439458543481
"247",124,"<b>In the elevator,</b><br> <br>you press your nose to the back wall.","abnormal","fast",0.209677419354839,0.41040151368212,62,0.0521210443586997,"abnormal",4.33333333333333,2.90909090909091,0.733799385705343,1.23091490979333,27,22,0.141219757622721,0.262431940540739
"248",124,"<b>In the elevator,</b><br> <br>you press your nose to the back wall.","abnormal","slow",0.149253731343284,0.359027784156703,67,0.0438622248988999,"abnormal",4.33333333333333,2.90909090909091,0.733799385705343,1.23091490979333,27,22,0.141219757622721,0.262431940540739
"249",125,"<b>In the elevator,</b><br> <br>you empty out someone's purse.","immoral","fast",0.397260273972603,0.492717127191355,73,0.0576681778096579,"immoral",4.85185185185185,4.81818181818182,0.601517549056852,0.501081082343218,27,22,0.115762106290086,0.106830845707819
"250",125,"<b>In the elevator,</b><br> <br>you empty out someone's purse.","immoral","slow",0.26530612244898,0.446071285599886,49,0.0637244693714122,"immoral",4.85185185185185,4.81818181818182,0.601517549056852,0.501081082343218,27,22,0.115762106290086,0.106830845707819
"251",126,"<b>In the elevator,</b><br> <br>you shatter the overhead light.","immoral","fast",0.432098765432099,0.498454401247954,81,0.0553838223608838,"immoral",4.85185185185185,4.85714285714286,0.601517549056852,0.358568582800318,27,21,0.115762106290086,0.0782460796435952
"252",126,"<b>In the elevator,</b><br> <br>you shatter the overhead light.","immoral","slow",0.173913043478261,0.383223046516833,46,0.0565031556220809,"immoral",4.85185185185185,4.85714285714286,0.601517549056852,0.358568582800318,27,21,0.115762106290086,0.0782460796435952
"253",127,"<b>In the elevator,</b><br> <br>you hold the other passengers hostage.","immoral","fast",0.4,0.493435163795169,70,0.0589767824619589,"immoral",4.84615384615385,5,0.612686392361227,0,26,22,0.120157687321641,0
"254",127,"<b>In the elevator,</b><br> <br>you hold the other passengers hostage.","immoral","slow",0.327272727272727,0.473542420742244,55,0.0638524469869863,"immoral",4.84615384615385,5,0.612686392361227,0,26,22,0.120157687321641,0
"255",128,"<b>In the elevator,</b><br> <br>you trip an old man as he exits.","immoral","fast",0.569230769230769,0.49903753519997,65,0.0618979882285811,"immoral",4.85185185185185,4.95454545454545,0.601517549056852,0.21320071635561,27,22,0.115762106290086,0.0454545454545455
"256",128,"<b>In the elevator,</b><br> <br>you trip an old man as he exits.","immoral","slow",0.267605633802817,0.445861813277652,71,0.052914062208697,"immoral",4.85185185185185,4.95454545454545,0.601517549056852,0.21320071635561,27,22,0.115762106290086,0.0454545454545455
