"id","condition1","condition2","condition3","trialNo","target","response","RT","group"
"60ff9a73f5eca5e11ae6352c","abnormal3","scenario3","slow",75,"Fill your plate with food that you hate",1,2151,"prolific"
"60ff9a73f5eca5e11ae6352c","abnormal3","scenario3","slow",73,"Cut in the lines at the stir fry station",1,2870,"prolific"
"60ff9a73f5eca5e11ae6352c","normal1","scenario3","slow",61,"Make a customized salad at the salad bar",1,1809,"prolific"
"60ff9a73f5eca5e11ae6352c","improbable","scenario3","slow",55,"Have filet mignon and broccoli for dinner",1,7861,"prolific"
"60ff9a73f5eca5e11ae6352c","immoral","scenario3","slow",80,"Add food poisoning to the water machine",1,3652,"prolific"
"60ff9a73f5eca5e11ae6352c","abnormal4","scenario3","slow",78,"Take a seat at a table upstairs after 8 pm",1,2514,"prolific"
"60ff9a73f5eca5e11ae6352c","abnormal2","scenario3","slow",70,"Use a tray to carry several items at once",1,2452,"prolific"
"60ff9a73f5eca5e11ae6352c","impossible","scenario3","slow",60,"Eat three hundred chicken nuggets at once",0,2133,"prolific"
"60ff9a73f5eca5e11ae6352c","abnormal2","scenario3","slow",72,"Acknowledge Foco for the dishes you like",1,1926,"prolific"
"60ff9a73f5eca5e11ae6352c","abnormal1","scenario5","slow",121,"Take three hours to decide what to order",1,1791,"prolific"
"60ff9a73f5eca5e11ae6352c","abnormal4","scenario5","slow",132,"Go to Lou's Restaurant for a lavish dinner",1,3761,"prolific"
"60ff9a73f5eca5e11ae6352c","immoral","scenario5","slow",135,"Trip over a passing server with your napkin",1,2203,"prolific"
"60ff9a73f5eca5e11ae6352c","impossible","scenario5","slow",113,"Communicate with the server by telepathy",0,4314,"prolific"
"60ff9a73f5eca5e11ae6352c","normal2","scenario5","slow",119,"Send Snackpass gift points to a friend",1,2364,"prolific"
"60ff9a73f5eca5e11ae6352c","normal2","scenario5","slow",118,"Use Snackpass to get food with a discount",1,3632,"prolific"
"60ff9a73f5eca5e11ae6352c","impossible","scenario5","slow",112,"Enter a restaurant through the chimney",0,2352,"prolific"
"60ff9a73f5eca5e11ae6352c","abnormal3","scenario5","slow",128,"Walk into a restaurant in your pajamas",1,3907,"prolific"
"60ff9a73f5eca5e11ae6352c","abnormal2","scenario5","slow",125,"Read the menu before entering a restaurant",1,2651,"prolific"
"60ff9a73f5eca5e11ae6352c","improbable","scenario1","slow",1,"Find an open study room in midterm week",1,1961,"prolific"
"60ff9a73f5eca5e11ae6352c","abnormal3","scenario1","slow",21,"Stay in a study room when the time is up",1,2458,"prolific"
"60ff9a73f5eca5e11ae6352c","impossible","scenario1","slow",5,"Read every book in the library's collection",0,6096,"prolific"
"60ff9a73f5eca5e11ae6352c","normal2","scenario1","slow",12,"Move to Baker Lobby for late-night studying",1,3135,"prolific"
"60ff9a73f5eca5e11ae6352c","normal2","scenario1","slow",11,"Go to the Tower Room to take a nap there",1,1822,"prolific"
"60ff9a73f5eca5e11ae6352c","abnormal1","scenario1","slow",13,"Hop around the library for a study break",1,3584,"prolific"
"60ff9a73f5eca5e11ae6352c","abnormal2","scenario1","slow",17,"Meet in the Tower Room for a group project",1,2950,"prolific"
"60ff9a73f5eca5e11ae6352c","improbable","scenario1","slow",3,"Say hi to Ivy the library dog and pet her",1,3551,"prolific"
"60ff9a73f5eca5e11ae6352c","immoral","scenario1","slow",27,"Spray paints onto the books that you hate",1,2695,"prolific"
"60ff9a73f5eca5e11ae6352c","abnormal2","scenario1","slow",16,"Share a desk in Baker Lobby with a stranger",1,1974,"prolific"
"60ff9a73f5eca5e11ae6352c","impossible","scenario1","slow",6,"Walk across Baker Lobby in three steps",0,6680,"prolific"
"60ff9a73f5eca5e11ae6352c","impossible","scenario1","slow",4,"Take the elevator to the seventieth floor",1,6050,"prolific"
"60ff9a73f5eca5e11ae6352c","immoral","scenario2","slow",52,"Look up answers online during an exam",1,3030,"prolific"
"60ff9a73f5eca5e11ae6352c","impossible","scenario2","slow",33,"Take a seat in the nine-hundredth row",1,3863,"prolific"
"60ff9a73f5eca5e11ae6352c","abnormal4","scenario2","slow",49,"Leave the room to answer a phone call",1,2237,"prolific"
"60ff9a73f5eca5e11ae6352c","abnormal3","scenario2","slow",48,"Ask and answer questions in gibberish",1,1993,"prolific"
"60ff9a73f5eca5e11ae6352c","improbable","scenario2","slow",28,"Be the sixth person to answer a question",1,1952,"prolific"
"60ff9a73f5eca5e11ae6352c","abnormal3","scenario2","slow",47,"Jump up and down in the middle of the class",1,2431,"prolific"
"60ff9a73f5eca5e11ae6352c","abnormal1","scenario2","slow",41,"Sit facing the back for the entire period",1,2142,"prolific"
"60ff9a73f5eca5e11ae6352c","impossible","scenario2","slow",32,"Move your fountain pen with your mind",0,1755,"prolific"
"60ff9a73f5eca5e11ae6352c","abnormal4","scenario2","slow",51,"Get full mark on an exam without studying",1,5161,"prolific"
"60ff9a73f5eca5e11ae6352c","improbable","scenario2","slow",30,"Sit next to someone born on Februrary 25th",1,1901,"prolific"
"60ff9a73f5eca5e11ae6352c","abnormal2","scenario2","slow",44,"Keep a physical copy of every reading",1,1826,"prolific"
"60ff9a73f5eca5e11ae6352c","immoral","scenario2","slow",54,"Assault a classmate for differing opinions",1,1772,"prolific"
"60ff9a73f5eca5e11ae6352c","abnormal3","scenario2","slow",46,"Gossip with the person sitting next to you",1,1899,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario4","fast",94,"Greet and smile at a stranger cordially",1,1730,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario4","fast",107,"Shout insults at the people walking by",0,1637,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario4","fast",102,"Poke at the person walking in front of you",1,1505,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario4","fast",96,"Walk across the Green with one shoe on",1,1484,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario4","fast",100,"Walk across campus with your eyes closed",0,1411,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario4","fast",97,"Smile to the people walking toward you",1,1652,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario4","fast",98,"Sit down on a bench and rest for a while",1,1340,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario4","fast",104,"Park your car on any side of the Green",0,1694,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario4","fast",93,"Finish your lunch while you are walking",1,1347,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario4","fast",99,"Drive from your room to your classroom",1,1614,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario4","fast",90,"Adjust your pace according to the time",1,1317,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario4","fast",89,"Walk on the footpath across the Green",1,1242,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario4","fast",82,"Listen to exactly 4.35 songs on your way",1,1375,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario4","fast",103,"Wait at the traffic light in front of Collis",1,1593,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario4","fast",86,"Transport yourself to class with a spell",0,1636,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario4","fast",106,"Smash the window of a car parked nearby",0,1374,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario4","fast",92,"Cross the Green by walking on the grass",1,1568,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario4","fast",85,"Grow a pair of wings and fly to class",0,1312,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario4","fast",84,"Spot a dragon-shaped cloud in the sky",0,1058,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario3","fast",57,"Hear your favorite song in the speaker",1,804,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario3","fast",65,"Take a couple of cookies away in napkins",1,1222,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario3","fast",59,"Teleport yourself from station to station",0,901,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario3","fast",58,"Fill your plate by snapping your fingers",1,870,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario3","fast",70,"Use a tray to carry several items at once",1,1671,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario3","fast",64,"Take out your laptop and study for an exam",1,1112,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario3","fast",76,"Leave your plates at the table when done",1,1370,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario3","fast",68,"Join a group of strangers at their table",1,1394,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario3","fast",80,"Add food poisoning to the water machine",0,1251,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario3","fast",79,"Steal a bag when the owner is getting food",0,1210,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario3","fast",56,"Slip on a banana peel upon walking in",1,1618,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario3","fast",81,"Make fun of someone's food choice openly",1,1267,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario3","fast",66,"Take a piece of silverware away with you",1,1746,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario3","fast",74,"Start a food fight with the nearby table",1,1242,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario3","fast",69,"Carry your plate on the top of your head",1,1426,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario3","fast",55,"Have filet mignon and broccoli for dinner",1,1424,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario3","fast",75,"Fill your plate with food that you hate",1,992,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario3","fast",78,"Take a seat at a table upstairs after 8 pm",1,1408,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario3","fast",63,"Return your plates after finishing eating",1,1280,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario3","fast",77,"Grab a bagful of fruits on your way out",1,1246,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario3","fast",71,"Sit by yourself at a long table downstairs",1,1268,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario3","fast",62,"Get a dessert from the dessert section",1,1281,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario3","fast",67,"Eat with three forks used alternatingly",1,1520,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario3","fast",72,"Acknowledge Foco for the dishes you like",1,1435,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario3","fast",61,"Make a customized salad at the salad bar",1,1306,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario3","fast",73,"Cut in the lines at the stir fry station",1,1294,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario3","fast",60,"Eat three hundred chicken nuggets at once",1,1700,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario2","fast",41,"Sit facing the back for the entire period",1,1018,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario2","fast",36,"Reference relevant papers you have read",1,1409,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario2","fast",38,"Pet the professor's dog who has wandered in",1,1369,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario2","fast",43,"Greet a classmate that you don't know",1,1308,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario2","fast",37,"Watch the professor struggle with Zoom",1,1479,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario2","fast",49,"Leave the room to answer a phone call",1,1613,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario2","fast",46,"Gossip with the person sitting next to you",1,1192,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario2","fast",31,"Let a flying carpet take you to your seat",0,994,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario2","fast",50,"Report a classmate for cheating on a quiz",1,1330,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario2","fast",52,"Look up answers online during an exam",1,1273,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario2","fast",54,"Assault a classmate for differing opinions",0,1562,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario2","fast",29,"Recognize your neighbor's laptop wallpaper",0,1725,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario2","fast",44,"Keep a physical copy of every reading",1,1618,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario2","fast",39,"Step outside during a triggering topic",1,1640,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario2","fast",33,"Take a seat in the nine-hundredth row",0,1647,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario2","fast",47,"Jump up and down in the middle of the class",1,1685,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario2","fast",40,"Greet everyone in the class individually",1,1493,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario2","fast",53,"Bribe a classmate to do homework for you",1,1234,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario2","fast",42,"Volunteer to answer every single question",1,1469,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario2","fast",34,"Answer a question when being called upon",1,1319,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario2","fast",35,"Take notes with a pencil and a notebook",1,1078,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario2","fast",45,"Clean the chalkboard after writing on it",1,1368,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario2","fast",28,"Be the sixth person to answer a question",1,1541,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario2","fast",48,"Ask and answer questions in gibberish",1,1600,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario2","fast",32,"Move your fountain pen with your mind",1,1337,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario1","fast",26,"Put up offensive posters in the hallways",0,1354,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario1","fast",18,"Open the windows in the Orozco Room",1,1544,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario1","fast",15,"Write an essay while lying on the floor",1,1339,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario1","fast",24,"Eat potato chips in the East Reading Room",1,1168,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario1","fast",4,"Take the elevator to the seventieth floor",0,1480,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario1","fast",3,"Say hi to Ivy the library dog and pet her",1,973,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario1","fast",22,"Rearrange a few chairs in the Tower Room",1,1461,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario1","fast",17,"Meet in the Tower Room for a group project",1,1293,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario1","fast",27,"Spray paints onto the books that you hate",0,1267,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario1","fast",13,"Hop around the library for a study break",1,1489,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario1","fast",11,"Go to the Tower Room to take a nap there",1,1104,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario1","fast",10,"Check out a laptop charger for two hours",1,1081,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario1","fast",21,"Stay in a study room when the time is up",1,1458,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario1","fast",20,"Check out fifty books at the same time",0,1525,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario1","fast",23,"Organize a club meeting in Baker Lobby",1,1329,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario1","fast",7,"Meet with a tutor at the writing center",1,1000,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario1","fast",8,"Study with friends on first-floor Berry",1,1244,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario1","fast",25,"Steal a first-edition book and sell it",0,1579,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario1","fast",2,"Run into twenty professors in succession",1,1325,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario1","fast",5,"Read every book in the library's collection",1,1597,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario1","fast",19,"Skateboard up and down first-floor Berry",0,1698,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario1","fast",16,"Share a desk in Baker Lobby with a stranger",1,1559,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario1","fast",6,"Walk across Baker Lobby in three steps",1,1414,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario6","fast",148,"Visit the room of someone you don't know",1,1298,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario6","fast",144,"Watch some Youtube videos lying in bed",1,1005,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario6","fast",146,"Storm a club member's room as a prank",1,1406,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario6","fast",153,"Remind your floor to go to the floor meeting",1,1431,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario6","fast",138,"Walk through the hallway in exactly 47 steps",1,1661,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario6","fast",151,"Lock your room every time you head out",1,1676,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario6","fast",158,"Pay for the washing machine with quarters",1,1305,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario6","fast",152,"Cook every meal in the kitchen downstairs",1,1406,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario6","fast",150,"Walk up and down the hallway for an hour",1,1196,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario6","fast",162,"Steal someone's clothes while they shower",1,1438,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario6","fast",139,"Live with a hundred roommates in one room",0,1691,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario6","fast",149,"Take the elevator to the second floor",1,1629,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario6","fast",136,"Live in a four-room apartment by yourself",1,1588,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario6","fast",143,"Do laundry in the basement on a weekend",0,1608,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario6","fast",140,"Build a life-size windmill inside your room",0,1470,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario6","fast",142,"Enter the building with your Student ID",1,1402,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario6","fast",160,"Enter someone's room without permission",1,1731,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario6","fast",161,"Set off the fire alarm at midnight for fun",0,1651,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario6","fast",147,"Leave the windows open all day in winter",1,1671,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario6","fast",155,"Sleep in a sleeping bag in the hallway",1,1319,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario6","fast",156,"Fill the shared kitchen with your groceries",1,1669,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario5","fast",122,"Pick a restaurant for the color of its walls",1,1170,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario5","fast",123,"Eat only the food on the left side of a dish",1,1161,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario5","fast",118,"Use Snackpass to get food with a discount",1,1314,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario5","fast",129,"Argue with the server about food price",1,1416,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario5","fast",114,"Turn invisible to sneak into the kitchen",0,1103,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario5","fast",134,"Fight a child for a table by the window",0,1235,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario5","fast",110,"Get a four-course dinner from Pine for free",1,1280,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario5","fast",116,"Order pizza and chicken wings at Domino's",1,1153,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario5","fast",130,"Get drunk with a group of friends at Pine",1,1143,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario5","fast",132,"Go to Lou's Restaurant for a lavish dinner",1,1179,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario5","fast",131,"Pick a table freely at Molly's Restaurant",1,1126,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario5","fast",117,"Try out a newly opened restaurant in town",0,1370,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario5","fast",135,"Trip over a passing server with your napkin",1,1674,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario5","fast",109,"Run into Phil Hanlon in Molly's Restaurant",1,1399,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario5","fast",119,"Send Snackpass gift points to a friend",1,1200,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario5","fast",111,"Pick the eighth restaurant you pass by",1,1435,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario5","fast",121,"Take three hours to decide what to order",1,1210,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario5","fast",120,"Get drunk with friends at Dunk's sports bar",1,1492,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario5","fast",125,"Read the menu before entering a restaurant",1,1173,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario5","fast",115,"Pick up the food that you have ordered",1,1372,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario5","fast",133,"Refuse to pay for the food you have eaten",0,1686,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario5","fast",112,"Enter a restaurant through the chimney",1,1563,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario5","fast",127,"Order a bowl of rice noodles at Domino's",1,977,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario5","fast",124,"Check Google Reviews before heading out",1,1058,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario5","fast",126,"Pay for the food your friends have ordered",1,1419,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario4","slow",95,"listen to music through a loudspeaker",1,2113,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario4","slow",82,"Listen to exactly 4.35 songs on your way",1,4755,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario4","slow",83,"Run to your destination at record speed",1,2001,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario4","slow",94,"Greet and smile at a stranger cordially",1,2534,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario4","slow",96,"Walk across the Green with one shoe on",1,1868,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario4","slow",105,"Look out for two-way traffic by Dartmouth Hall",1,9461,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario4","slow",100,"Walk across campus with your eyes closed",1,2094,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario4","slow",104,"Park your car on any side of the Green",1,7359,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario4","slow",108,"Ride away an unlocked bike on the sidewalk",1,9913,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario4","slow",92,"Cross the Green by walking on the grass",1,2387,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario4","slow",102,"Poke at the person walking in front of you",1,1878,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario4","slow",103,"Wait at the traffic light in front of Collis",1,4633,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario4","slow",101,"Pour a cup of iced tea onto the grass",1,2393,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario4","slow",91,"Cross the road without looking out for cars",0,7198,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario4","slow",87,"Teleport the classroom to where you are",0,2300,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario4","slow",107,"Shout insults at the people walking by",0,2847,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario4","slow",88,"Cross the road when no car is passing",1,5942,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario4","slow",99,"Drive from your room to your classroom",0,11757,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario4","slow",97,"Smile to the people walking toward you",1,3230,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario4","slow",106,"Smash the window of a car parked nearby",0,7775,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario1","slow",20,"Check out fifty books at the same time",0,8027,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario1","slow",4,"Take the elevator to the seventieth floor",0,6604,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario1","slow",7,"Meet with a tutor at the writing center",1,2829,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario1","slow",9,"Get a cup of coffee from Novack Cafe",1,2110,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario1","slow",12,"Move to Baker Lobby for late-night studying",1,4863,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario1","slow",6,"Walk across Baker Lobby in three steps",0,6693,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario1","slow",14,"Listen to music without headphones on",1,2939,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario1","slow",26,"Put up offensive posters in the hallways",0,5586,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario1","slow",23,"Organize a club meeting in Baker Lobby",1,2016,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal2","scenario1","slow",10,"Check out a laptop charger for two hours",1,5532,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario1","slow",2,"Run into twenty professors in succession",1,14820,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal3","scenario1","slow",21,"Stay in a study room when the time is up",1,5341,"prolific"
"5f4d3cb5fdda0b2c403fb801","impossible","scenario1","slow",5,"Read every book in the library's collection",1,6185,"prolific"
"5f4d3cb5fdda0b2c403fb801","normal1","scenario1","slow",8,"Study with friends on first-floor Berry",1,2270,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal1","scenario1","slow",13,"Hop around the library for a study break",1,1919,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal4","scenario1","slow",24,"Eat potato chips in the East Reading Room",1,4545,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario1","slow",17,"Meet in the Tower Room for a group project",1,1809,"prolific"
"5f4d3cb5fdda0b2c403fb801","immoral","scenario1","slow",25,"Steal a first-edition book and sell it",0,1889,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario1","slow",16,"Share a desk in Baker Lobby with a stranger",1,4898,"prolific"
"5f4d3cb5fdda0b2c403fb801","improbable","scenario1","slow",3,"Say hi to Ivy the library dog and pet her",1,2229,"prolific"
"5f4d3cb5fdda0b2c403fb801","abnormal2","scenario1","slow",18,"Open the windows in the Orozco Room",1,5717,"prolific"
