"id","condition1","condition2","condition3","trialNo","target","response","RT","group"
"5d7e5e9b377dc300014335de","abnormal4","scenario4","slow",105,"Look out for two-way traffic by Dartmouth Hall",1,5386,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario4","slow",98,"Sit down on a bench and rest for a while",1,2049,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario4","slow",90,"Adjust your pace according to the time",1,2857,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario1","slow",17,"Meet in the Tower Room for a group project",1,4816,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario1","slow",25,"Steal a first-edition book and sell it",0,4920,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario1","slow",2,"Run into twenty professors in succession",0,4654,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario1","slow",22,"Rearrange a few chairs in the Tower Room",1,4108,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario1","slow",24,"Eat potato chips in the East Reading Room",1,5277,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario1","slow",21,"Stay in a study room when the time is up",1,9586,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario1","slow",18,"Open the windows in the Orozco Room",1,9808,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario1","slow",4,"Take the elevator to the seventieth floor",0,12335,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario1","slow",3,"Say hi to Ivy the library dog and pet her",1,4828,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario1","slow",7,"Meet with a tutor at the writing center",1,3822,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario1","slow",26,"Put up offensive posters in the hallways",0,4906,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario1","slow",8,"Study with friends on first-floor Berry",1,3856,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario1","slow",20,"Check out fifty books at the same time",0,3203,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario1","slow",1,"Find an open study room in midterm week",0,10138,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario1","slow",15,"Write an essay while lying on the floor",1,2337,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario1","slow",12,"Move to Baker Lobby for late-night studying",1,5620,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario1","slow",6,"Walk across Baker Lobby in three steps",0,5025,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario1","slow",16,"Share a desk in Baker Lobby with a stranger",1,5086,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario1","slow",14,"Listen to music without headphones on",0,4572,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario1","slow",27,"Spray paints onto the books that you hate",0,3734,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario1","slow",5,"Read every book in the library's collection",0,5342,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario1","slow",10,"Check out a laptop charger for two hours",1,3765,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario1","slow",11,"Go to the Tower Room to take a nap there",1,11876,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario1","slow",19,"Skateboard up and down first-floor Berry",0,3625,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario1","slow",23,"Organize a club meeting in Baker Lobby",1,3272,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario1","slow",9,"Get a cup of coffee from Novack Cafe",1,6753,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario1","slow",13,"Hop around the library for a study break",0,7523,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario3","slow",58,"Fill your plate by snapping your fingers",0,3351,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario3","slow",77,"Grab a bagful of fruits on your way out",0,4776,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario3","slow",70,"Use a tray to carry several items at once",1,2760,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario3","slow",61,"Make a customized salad at the salad bar",1,2262,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario3","slow",74,"Start a food fight with the nearby table",1,4107,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario3","slow",73,"Cut in the lines at the stir fry station",1,7905,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario3","slow",62,"Get a dessert from the dessert section",1,2289,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario3","slow",65,"Take a couple of cookies away in napkins",1,2507,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario3","slow",80,"Add food poisoning to the water machine",0,3247,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario3","slow",68,"Join a group of strangers at their table",1,2696,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario3","slow",60,"Eat three hundred chicken nuggets at once",0,2628,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario3","slow",67,"Eat with three forks used alternatingly",1,5747,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario3","slow",75,"Fill your plate with food that you hate",0,19907,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario3","slow",76,"Leave your plates at the table when done",1,5395,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario3","slow",57,"Hear your favorite song in the speaker",1,3075,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario3","slow",63,"Return your plates after finishing eating",1,2025,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario3","slow",78,"Take a seat at a table upstairs after 8 pm",0,10849,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario3","slow",71,"Sit by yourself at a long table downstairs",1,6353,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario3","slow",79,"Steal a bag when the owner is getting food",0,8080,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario3","slow",56,"Slip on a banana peel upon walking in",1,6218,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario3","slow",81,"Make fun of someone's food choice openly",1,3754,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario3","slow",55,"Have filet mignon and broccoli for dinner",1,2942,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario3","slow",64,"Take out your laptop and study for an exam",1,2471,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario3","slow",69,"Carry your plate on the top of your head",1,4483,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario3","slow",66,"Take a piece of silverware away with you",1,3347,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario3","slow",72,"Acknowledge Foco for the dishes you like",1,5613,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario3","slow",59,"Teleport yourself from station to station",0,2252,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario2","slow",33,"Take a seat in the nine-hundredth row",0,3438,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario2","slow",39,"Step outside during a triggering topic",1,4737,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario2","slow",52,"Look up answers online during an exam",0,4479,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario2","slow",36,"Reference relevant papers you have read",1,1877,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario2","slow",48,"Ask and answer questions in gibberish",0,3772,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario2","slow",44,"Keep a physical copy of every reading",0,4636,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario2","slow",46,"Gossip with the person sitting next to you",1,2982,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario2","slow",34,"Answer a question when being called upon",1,2120,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario2","slow",29,"Recognize your neighbor's laptop wallpaper",1,11252,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario2","slow",35,"Take notes with a pencil and a notebook",1,3021,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario2","slow",54,"Assault a classmate for differing opinions",0,4449,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario2","slow",41,"Sit facing the back for the entire period",0,3824,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario2","slow",32,"Move your fountain pen with your mind",0,2014,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario2","slow",50,"Report a classmate for cheating on a quiz",1,4000,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario2","slow",31,"Let a flying carpet take you to your seat",0,2349,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario2","slow",51,"Get full mark on an exam without studying",1,7695,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario2","slow",28,"Be the sixth person to answer a question",1,1925,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario2","slow",30,"Sit next to someone born on Februrary 25th",1,3456,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario2","slow",49,"Leave the room to answer a phone call",1,3160,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario2","slow",47,"Jump up and down in the middle of the class",1,3551,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario2","slow",43,"Greet a classmate that you don't know",1,2202,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario2","slow",42,"Volunteer to answer every single question",1,2796,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario2","slow",45,"Clean the chalkboard after writing on it",1,2622,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario2","slow",53,"Bribe a classmate to do homework for you",0,11898,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario2","slow",38,"Pet the professor's dog who has wandered in",1,2750,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario2","slow",40,"Greet everyone in the class individually",1,2548,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario2","slow",37,"Watch the professor struggle with Zoom",0,15321,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario6","slow",149,"Take the elevator to the second floor",1,4552,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario6","slow",146,"Storm a club member's room as a prank",1,3716,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario6","slow",138,"Walk through the hallway in exactly 47 steps",0,5822,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario6","slow",161,"Set off the fire alarm at midnight for fun",1,2523,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario6","slow",136,"Live in a four-room apartment by yourself",0,3053,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario6","slow",143,"Do laundry in the basement on a weekend",1,2874,"prolific"
"5d7e5e9b377dc300014335de","improbable","scenario6","slow",137,"Hear twenty alarm clocks go off at once",1,5532,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario6","slow",155,"Sleep in a sleeping bag in the hallway",1,3698,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario6","slow",153,"Remind your floor to go to the floor meeting",1,5438,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario6","slow",157,"Hold a floor party in the common room",1,2233,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario6","slow",151,"Lock your room every time you head out",1,2668,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario6","slow",150,"Walk up and down the hallway for an hour",1,2994,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario6","slow",147,"Leave the windows open all day in winter",0,3930,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario6","slow",141,"Go diving in the water basin in the restroom",0,4346,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario6","slow",144,"Watch some Youtube videos lying in bed",1,2060,"prolific"
"5d7e5e9b377dc300014335de","immoral","scenario6","slow",162,"Steal someone's clothes while they shower",1,8154,"prolific"
"5d7e5e9b377dc300014335de","abnormal1","scenario6","slow",148,"Visit the room of someone you don't know",1,2321,"prolific"
"5d7e5e9b377dc300014335de","normal2","scenario6","slow",145,"Drink the tap water from the restrooms",1,13069,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario6","slow",154,"Join a dorm party you are not invited to",1,3184,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario6","slow",158,"Pay for the washing machine with quarters",1,14615,"prolific"
"5d7e5e9b377dc300014335de","abnormal2","scenario6","slow",152,"Cook every meal in the kitchen downstairs",1,3498,"prolific"
"5d7e5e9b377dc300014335de","abnormal3","scenario6","slow",156,"Fill the shared kitchen with your groceries",1,5042,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario6","slow",140,"Build a life-size windmill inside your room",0,2733,"prolific"
"5d7e5e9b377dc300014335de","normal1","scenario6","slow",142,"Enter the building with your Student ID",1,2722,"prolific"
"5d7e5e9b377dc300014335de","impossible","scenario6","slow",139,"Live with a hundred roommates in one room",0,2678,"prolific"
"5d7e5e9b377dc300014335de","abnormal4","scenario6","slow",159,"Switch room with someone who agrees to do it",1,3948,"prolific"
"5ec2feeb47c4471339d3b2ce","normal1","scenario6","fast",143,"Do laundry in the basement on a weekend",1,1343,"prolific"
"5ec2feeb47c4471339d3b2ce","immoral","scenario6","fast",160,"Enter someone's room without permission",0,1312,"prolific"
"5ec2feeb47c4471339d3b2ce","normal2","scenario6","fast",145,"Drink the tap water from the restrooms",1,1489,"prolific"
"5ec2feeb47c4471339d3b2ce","abnormal1","scenario6","fast",148,"Visit the room of someone you don't know",0,1440,"prolific"
"5ec2feeb47c4471339d3b2ce","normal1","scenario6","fast",144,"Watch some Youtube videos lying in bed",1,1072,"prolific"
"5ec2feeb47c4471339d3b2ce","abnormal3","scenario6","fast",155,"Sleep in a sleeping bag in the hallway",1,1050,"prolific"
"5ec2feeb47c4471339d3b2ce","immoral","scenario6","fast",161,"Set off the fire alarm at midnight for fun",1,1286,"prolific"
"5ec2feeb47c4471339d3b2ce","improbable","scenario6","fast",136,"Live in a four-room apartment by yourself",0,1680,"prolific"
"5ec2feeb47c4471339d3b2ce","abnormal4","scenario6","fast",159,"Switch room with someone who agrees to do it",1,1571,"prolific"
"5ec2feeb47c4471339d3b2ce","normal1","scenario6","fast",142,"Enter the building with your Student ID",1,989,"prolific"
"5ec2feeb47c4471339d3b2ce","abnormal3","scenario6","fast",154,"Join a dorm party you are not invited to",0,1534,"prolific"
"5ec2feeb47c4471339d3b2ce","abnormal3","scenario6","fast",156,"Fill the shared kitchen with your groceries",1,1496,"prolific"
"5ec2feeb47c4471339d3b2ce","impossible","scenario6","fast",140,"Build a life-size windmill inside your room",0,1558,"prolific"
"5ec2feeb47c4471339d3b2ce","abnormal2","scenario6","fast",153,"Remind your floor to go to the floor meeting",1,1552,"prolific"
"5ec2feeb47c4471339d3b2ce","abnormal4","scenario6","fast",158,"Pay for the washing machine with quarters",1,1178,"prolific"
"5ec2feeb47c4471339d3b2ce","normal2","scenario6","fast",147,"Leave the windows open all day in winter",1,1376,"prolific"
"5ec2feeb47c4471339d3b2ce","immoral","scenario6","fast",162,"Steal someone's clothes while they shower",1,1112,"prolific"
